kode,nama_bahan,kategori,energi_kkal,protein_g,lemak_g,karbohidrat_g,serat_g,kalsium_mg,fosfor_mg,besi_mg,natrium_mg,vitc_mg,kelas_rekomendasi,label_kelas
DP015,"Paria Putih, Kukus",Sayuran,16,0.8,0.2,3.4,1.2,16.0,33.0,0.5,4.0,35.0,3,Rendah_Kalori
DP016,"Selada, Rebus",Sayuran,19,2.7,0.2,2.9,0.7,83.0,74.0,1.4,24.0,27.0,3,Rendah_Kalori
DP017,"Taoge, Goreng",Sayuran,88,3.2,2.1,14.0,0.7,168.0,50.0,5.7,0.0,0.0,3,Rendah_Kalori
DP018,"Taoge, Seduh",Sayuran,28,3.0,0.8,4.0,1.0,52.0,73.0,0.5,18.0,2.0,3,Rendah_Kalori
DP019,"Terung Panjang,  Kukus",Sayuran,23,1.8,0.1,4.9,0.4,40.0,13.0,0.5,9.0,1.0,3,Rendah_Kalori
DP020,"Wortel, Rebus",Sayuran,28,0.7,0.5,6.3,0.8,46.0,28.0,0.6,41.0,12.0,3,Rendah_Kalori
DP021,"Wortel, Kukus",Sayuran,37,1.0,0.6,8.3,1.1,44.0,30.0,0.6,43.0,14.0,3,Rendah_Kalori
DP022,"Asinan Bogor, Sayuran",Sayuran,98,3.9,2.6,14.8,0.5,314.0,17.0,1.2,483.0,5.0,3,Rendah_Kalori
DP023,"Anyang, Sayur",Sayuran,126,3.4,7.9,10.3,5.4,180.0,1.0,2.9,290.0,0.0,3,Rendah_Kalori
DP024,"Ares, Sayur",Sayuran,113,0.9,7.2,11.2,4.7,63.0,5.0,1.5,1413.0,0.0,3,Rendah_Kalori
DP025,Arwan Sirsir,Sayuran,277,2.4,25.0,10.7,4.6,120.0,40.0,2.4,240.0,11.0,2,Lemak_Tinggi
DP026,Beberuk,Sayuran,65,1.1,5.2,3.5,3.1,179.0,72.0,8.3,53.0,0.0,3,Rendah_Kalori
DP027,Botok Lamtoro,Sayuran,186,11.7,9.7,13.0,2.1,771.0,322.0,26.0,0.0,2.0,0,Tinggi_Protein_Rendah_Lemak
DP028,Buntil Daun Talas,Sayuran,141,4.4,10.2,8.0,1.8,149.0,121.0,14.5,0.0,1.0,3,Rendah_Kalori
DP029,Cammetutu,Sayuran,102,3.2,6.0,8.7,4.3,41.0,93.0,0.5,443.0,19.0,3,Rendah_Kalori
DP030,"Cap Cai, Sayur",Sayuran,97,5.8,6.3,4.2,0.6,287.0,89.0,1.8,405.0,1.0,3,Rendah_Kalori
DP031,Gado-Gado,Sayuran,137,6.1,3.2,21.0,1.1,301.0,135.0,7.5,0.0,1.0,3,Rendah_Kalori
DP032,"Gudeg, Sayur",Sayuran,160,3.3,9.2,16.0,2.3,62.0,55.0,12.8,0.0,0.0,3,Rendah_Kalori
DP033,Gulai Pakis,Sayuran,143,4.0,11.4,6.0,1.4,548.0,124.0,1.7,0.0,1.0,3,Rendah_Kalori
DP034,Gulai Pliek,Sayuran,176,7.3,14.9,3.2,0.0,39.0,54.0,1.4,257.0,0.0,3,Rendah_Kalori
DP035,Kadada Katembe,Sayuran,110,4.5,6.9,7.1,3.9,26.0,77.0,0.0,178.0,23.0,3,Rendah_Kalori
DP036,"Kaparende, Sayur",Sayuran,38,2.4,2.0,2.6,1.5,126.0,68.0,0.0,170.0,22.0,3,Rendah_Kalori
DP037,"Karedok, Sayur",Sayuran,92,2.2,3.3,14.1,1.4,174.0,85.0,2.4,0.0,3.0,3,Rendah_Kalori
DP038,Keripik Bayam,Sayuran,586,4.9,40.6,50.2,0.5,236.0,117.0,3.6,0.0,0.0,2,Lemak_Tinggi
DP039,Kotiu Hinela Tawang  Nggole,Sayuran,46,2.2,1.5,6.0,3.8,64.0,44.0,0.0,316.0,7.0,3,Rendah_Kalori
DP040,Lema/ Rebung Asam,Sayuran,15,1.0,0.4,1.9,0.0,17.0,230.0,2.9,3.0,0.0,3,Rendah_Kalori
DP041,Lilin Bungkus Gedi,Sayuran,79,2.3,5.2,5.8,2.5,170.0,70.0,0.9,170.0,18.0,3,Rendah_Kalori
DP042,Olah-Olah,Sayuran,9,2.1,6.0,7.1,4.4,26.0,3.0,1.2,289.0,0.0,3,Rendah_Kalori
DP043,Paku Hinela  Wulelenggapaya,Sayuran,77,3.5,4.6,5.4,3.6,63.0,85.0,0.0,469.0,4.0,3,Rendah_Kalori
DP044,Pelecing Kangkung,Sayuran,75,2.5,2.8,10.0,5.4,36.0,3.0,2.1,408.0,12.0,3,Rendah_Kalori
DP045,Purundawa,Sayuran,25,1.5,0.5,3.6,1.7,147.0,39.0,0.0,239.0,2.0,3,Rendah_Kalori
DP046,Rujak Cingur,Sayuran,153,11.3,8.4,8.0,1.4,256.0,143.0,4.4,0.0,2.0,0,Tinggi_Protein_Rendah_Lemak
DP047,Sayur Asem,Sayuran,29,0.7,0.6,5.0,0.6,40.0,61.0,3.1,0.0,0.0,3,Rendah_Kalori
DP048,Sayur Bunga Pepaya,Sayuran,49,1.7,0.3,9.8,2.7,220.0,220.0,1.3,90.0,0.0,3,Rendah_Kalori
DP049,Sayur Garu,Sayuran,178,2.6,13.9,10.6,8.4,30.0,130.0,0.9,20.0,9.0,3,Rendah_Kalori
DP050,Sayur Kohu-Kohu,Sayuran,133,7.3,6.6,11.2,1.2,40.0,120.0,0.2,20.0,9.0,3,Rendah_Kalori
DP051,Sayur Lilin-Terubuk,Sayuran,36,2.7,0.7,4.8,1.4,10.0,90.0,0.1,30.0,18.0,3,Rendah_Kalori
DP052,Sayur Ndusuk,Sayuran,49,3.1,2.5,3.6,0.0,11.0,6.0,0.5,1011.0,15.0,3,Rendah_Kalori
DP053,Sayur Sop,Sayuran,27,1.3,2.0,1.0,0.3,168.0,57.0,1.8,0.0,0.0,3,Rendah_Kalori
DP054,Sayur Umbut Kelapa,Sayuran,67,5.2,2.9,5.1,1.4,48.0,81.0,3.2,313.0,5.0,3,Rendah_Kalori
DP055,Sayur Umbut Rotan,Sayuran,57,5.4,2.6,3.1,1.6,184.0,135.0,1.2,256.0,6.0,3,Rendah_Kalori
DP056,Shabu-Shabu,Sayuran,88,3.2,8.0,0.8,0.9,217.0,48.0,2.9,514.0,0.0,3,Rendah_Kalori
DP057,Semur Jengkol,Sayuran,212,6.0,10.0,29.1,0.0,77.0,99.0,1.0,0.0,4.0,1,Karbo_Kompleks
DP058,Tinira Ninahu  Nggaluku,Sayuran,33,1.2,1.3,4.1,3.1,35.0,35.0,0.0,161.0,10.0,3,Rendah_Kalori
DP059,Tumis Bayam  Bersantan,Sayuran,48,1.4,4.2,2.6,0.5,129.0,27.0,0.8,0.0,22.0,3,Rendah_Kalori
DP060,Waluh Balamak,Sayuran,45,0.8,0.9,8.1,7.9,25.0,25.0,0.5,61.0,2.0,3,Rendah_Kalori
DP061,Woku Ubi,Sayuran,143,3.1,7.8,15.0,7.0,195.0,91.0,2.8,353.0,15.0,3,Rendah_Kalori
ER001,"Alpukat, Segar",Buah,85,0.9,6.5,7.7,0.0,10.0,20.0,0.9,2.0,13.0,3,Rendah_Kalori
ER002,"Anggur Hutan, Segar",Buah,30,0.5,0.2,6.8,1.2,39.0,12.0,1.1,0.0,3.0,3,Rendah_Kalori
ER003,"Apel Malang, Segar",Buah,57,0.5,0.4,12.8,0.8,9.0,18.0,0.6,3.6,5.0,3,Rendah_Kalori
ER004,"Apel, Segar",Buah,58,0.3,0.4,14.9,2.6,6.0,10.0,0.3,2.0,5.0,3,Rendah_Kalori
ER005,"Arbai, Segar",Buah,37,0.8,0.5,8.3,0.0,28.0,27.0,0.8,1.95,60.0,3,Rendah_Kalori
ER006,"Belimbing, Segar",Buah,36,0.4,0.4,8.8,3.2,4.0,12.0,1.1,4.0,35.0,3,Rendah_Kalori
ER007,"Biwah, Segar",Buah,51,0.3,0.1,12.1,0.7,220.0,14.0,0.8,1.0,4.0,3,Rendah_Kalori
ER008,"Buah Atung, Segar",Buah,23,0.8,0.2,5.2,0.0,30.0,50.0,4.6,0.0,38.0,3,Rendah_Kalori
ER009,"Buah Kelenting, Segar",Buah,110,1.4,2.1,21.4,0.0,8.0,102.0,1.1,2.0,6.0,3,Rendah_Kalori
ER010,"Buah Kom, Segar",Buah,264,4.0,1.1,59.6,9.0,306.0,92.0,0.8,0.0,9.0,1,Karbo_Kompleks
ER011,"Buah Mentega  (Bisbul), Segar",Buah,39,0.7,0.2,9.7,2.0,43.0,17.0,0.8,1.0,33.0,3,Rendah_Kalori
ER012,"Buah Naga Merah,  Segar",Buah,71,1.7,3.1,9.1,3.2,13.0,14.0,0.4,10.0,1.0,3,Rendah_Kalori
ER013,"Buah Naga Putih,  Segar",Buah,56,0.8,1.0,10.9,3.2,13.0,27.0,0.5,7.0,1.0,3,Rendah_Kalori
ER014,"Buah Negri, Segar",Buah,55,1.2,0.1,12.2,5.2,30.0,40.0,0.2,10.0,9.0,3,Rendah_Kalori
ER015,"Buah Nona, Segar",Buah,101,1.7,0.6,25.2,2.8,27.0,20.0,0.8,5.0,22.0,1,Karbo_Kompleks
ER016,"Buah Rotan, Segar",Buah,78,0.6,0.3,18.2,0.0,1.0,7.0,3.4,7.0,5.0,3,Rendah_Kalori
ER017,"Buah Rukam, Segar",Buah,113,0.8,0.3,26.8,7.7,108.0,52.0,1.2,2.0,20.0,1,Karbo_Kompleks
ER018,"Buah Ruruhi, Segar",Buah,29,2.1,0.7,3.6,2.6,6.0,7.0,0.0,36.0,10.0,3,Rendah_Kalori
ER019,"Buah Tuppa, Segar",Buah,67,0.4,0.2,15.9,0.0,12.0,139.0,0.5,2.0,5.0,3,Rendah_Kalori
ER020,"Carica Papaya, Segar",Buah,24,1.9,0.2,3.7,1.0,51.0,33.0,1.8,0.0,85.0,3,Rendah_Kalori
ER021,"Cempedak, Segar",Buah,116,3.0,0.4,28.6,3.4,20.0,30.0,1.5,25.0,15.0,1,Karbo_Kompleks
ER022,"Duku, Segar",Buah,63,1.0,0.2,16.1,4.3,18.0,9.0,0.9,2.0,9.0,3,Rendah_Kalori
ER023,"Durian, Segar",Buah,134,2.5,3.0,28.0,3.5,7.0,44.0,1.3,1.0,53.0,1,Karbo_Kompleks
ER024,"Duwet, Segar",Buah,80,0.5,0.6,18.2,0.9,33.0,138.0,1.3,16.0,0.0,3,Rendah_Kalori
ER025,"Embacang, Segar",Buah,98,1.4,0.2,25.4,1.9,21.0,15.0,0.5,3.0,56.0,1,Karbo_Kompleks
ER026,"Encung Asam, Segar",Buah,122,3.5,4.5,17.5,9.3,63.0,69.0,3.2,0.0,0.0,3,Rendah_Kalori
ER027,"Erbis, Segar",Buah,70,0.6,0.0,18.9,7.7,11.0,50.0,1.1,21.0,16.0,3,Rendah_Kalori
ER028,Gandaria Masak,Buah,68,0.7,0.1,18.0,2.2,9.0,20.0,1.0,3.0,0.0,3,Rendah_Kalori
ER029,"Gatep, Segar",Buah,191,4.5,1.5,39.7,13.4,186.0,69.0,3.2,17.0,0.0,1,Karbo_Kompleks
ER030,"Jambu Air, Segar",Buah,46,0.6,0.2,11.8,2.1,8.0,9.0,1.1,11.0,5.0,3,Rendah_Kalori
ER031,Jambu Biji,Buah,49,0.9,0.3,12.2,2.4,14.0,28.0,1.1,10.0,87.0,3,Rendah_Kalori
ER032,Jambu Bj Putih Tdk  Brbj,Buah,61,0.9,0.3,15.4,4.5,31.0,41.0,0.2,20.0,0.0,3,Rendah_Kalori
ER033,"Jambu Bol, Segar",Buah,49,2.3,0.2,9.6,3.5,8.0,8.0,0.3,1.0,22.0,3,Rendah_Kalori
ER034,"Jambu Monyet, Segar",Buah,64,0.7,0.6,15.8,1.2,4.0,13.0,0.5,12.0,0.0,3,Rendah_Kalori
ER035,"Jeruk Bali, Segar",Buah,48,0.6,0.2,12.4,0.8,23.0,27.0,0.5,21.0,43.0,3,Rendah_Kalori
ER036,"Jeruk Banjar, Segar",Buah,61,0.8,0.2,14.1,5.4,9.0,13.0,0.2,3.0,31.0,3,Rendah_Kalori
ER037,Jeruk Garut-Keprok,Buah,44,0.8,0.3,10.9,1.6,33.0,23.0,0.4,5.0,31.0,3,Rendah_Kalori
ER038,"Jeruk Kalamansi, Segar",Buah,39,0.3,0.3,8.9,2.3,42.0,85.0,0.5,3.0,30.0,3,Rendah_Kalori
ER039,"Jeruk Manis, Segar",Buah,45,0.9,0.2,11.2,1.4,33.0,23.0,0.4,4.0,49.0,3,Rendah_Kalori
ER040,"Jeruk Nipis, Segar",Buah,44,0.5,0.2,10.0,0.4,18.0,22.0,0.2,3.0,20.0,3,Rendah_Kalori
ER041,"Jeruk Ragi, Segar",Buah,49,0.7,0.2,11.1,0.5,36.0,67.0,0.7,4.0,30.0,3,Rendah_Kalori
ER042,"Kawista, Segar",Buah,120,3.5,2.5,20.8,4.6,190.0,230.0,1.6,9.0,3.0,3,Rendah_Kalori
ER043,"Kedondong Masak,  Segar",Buah,46,1.0,0.1,10.3,2.6,15.0,22.0,2.8,2.0,30.0,3,Rendah_Kalori
ER044,"Kedondong, Segar",Buah,47,0.5,0.2,10.4,2.7,7.0,58.0,0.8,2.0,32.0,3,Rendah_Kalori
ER045,"Kelapa Hutan, Kering",Buah,623,2.0,0.0,36.5,15.3,120.0,280.0,3.8,100.0,0.0,1,Karbo_Kompleks
ER046,"Kelapa Muda, Daging,  Segar",Buah,68,1.0,0.9,14.0,0.0,7.0,30.0,1.0,17.9,4.0,3,Rendah_Kalori
ER047,"Kemang, Segar",Buah,48,1.0,0.2,11.9,1.7,10.0,24.0,0.1,2.0,58.0,3,Rendah_Kalori
ER048,"Kesemek, Segar",Buah,78,0.8,0.4,20.0,0.6,6.0,26.0,0.3,0.0,11.0,3,Rendah_Kalori
ER049,"Kokosan, Segar",Buah,86,1.6,0.2,13.0,1.4,22.0,38.0,1.3,2.0,3.0,3,Rendah_Kalori
ER050,"Kranji, Segar",Buah,315,2.1,1.4,73.5,3.6,160.0,120.0,3.7,0.0,0.0,1,Karbo_Kompleks
ER051,"Langsat, Segar",Buah,56,0.9,0.2,14.3,1.4,17.0,24.0,1.1,1.0,9.0,3,Rendah_Kalori
ER052,"Lemon, Segar",Buah,34,0.5,0.8,6.2,0.1,23.0,20.0,0.3,31.0,50.0,3,Rendah_Kalori
ER053,"Lontar, Segar",Buah,27,0.4,0.2,6.0,1.6,91.0,243.0,0.5,0.0,0.0,3,Rendah_Kalori
ER054,"Mangga, Segar",Buah,52,0.7,0.0,12.3,1.6,20.0,16.0,1.0,3.0,12.0,3,Rendah_Kalori
ER055,"Mangga Benggala,  Segar",Buah,63,2.4,0.4,12.4,5.8,9.0,13.0,0.2,3.0,43.0,3,Rendah_Kalori
ER056,"Mangga Gedung, Segar",Buah,44,0.7,0.2,11.2,1.6,13.0,10.0,0.2,2.0,30.0,3,Rendah_Kalori
ER057,"Mangga Golek, Segar",Buah,63,0.5,0.2,16.7,2.3,14.0,10.0,0.7,3.0,65.0,3,Rendah_Kalori
ER058,"Mangga Harumanis,  Segar",Buah,46,0.4,0.2,11.9,1.7,15.0,9.0,0.2,2.0,6.0,3,Rendah_Kalori
ER059,"Mangga Indramayu,  Segar",Buah,72,0.8,0.2,18.7,2.5,13.0,10.0,1.9,3.0,16.0,3,Rendah_Kalori
ER060,"Mangga Kopek, Segar",Buah,56,0.4,0.2,14.6,2.0,16.0,10.0,1.7,2.0,27.0,3,Rendah_Kalori
ER061,"Mangga Kwini, Segar",Buah,86,0.7,0.5,19.8,6.5,11.0,11.0,0.2,1.0,18.0,3,Rendah_Kalori
ER062,"Mangga Manalagi,  Segar",Buah,133,1.0,0.1,32.1,11.8,20.0,23.0,1.0,70.0,61.0,1,Karbo_Kompleks
ER063,"Mangga Muda, Segar",Buah,59,0.5,0.4,15.1,0.0,12.0,11.0,0.4,2.0,2.0,3,Rendah_Kalori
ER064,"Manggis, Segar",Buah,63,0.6,0.6,15.6,1.5,8.0,12.0,0.8,10.0,5.0,3,Rendah_Kalori
ER065,"Markisa, Segar",Buah,144,3.5,1.2,29.8,11.4,27.0,203.0,1.4,37.0,10.0,1,Karbo_Kompleks
ER066,"Matoa, Segar",Buah,90,1.2,0.1,21.1,0.5,20.0,40.0,0.6,10.0,54.0,3,Rendah_Kalori
ER067,"Melon, Segar",Buah,37,0.6,0.4,7.8,1.0,12.0,14.0,0.4,27.0,0.0,3,Rendah_Kalori
ER068,"Menteng, Segar",Buah,65,1.7,0.3,16.1,0.0,13.0,20.0,0.8,0.0,0.0,3,Rendah_Kalori
ER069,"Nanas Palembang,  Segar",Buah,58,0.7,0.2,13.3,1.6,29.0,15.0,0.6,7.0,11.0,3,Rendah_Kalori
ER070,"Nanas, Segar",Buah,40,0.6,0.3,9.9,0.6,22.0,14.0,0.9,18.0,22.0,3,Rendah_Kalori
ER071,"Nangka Masak Pohon,  Segar",Buah,106,1.2,0.3,27.6,3.7,20.0,19.0,0.9,2.0,7.0,1,Karbo_Kompleks
ER072,"Pala, Daging, Segar",Buah,42,0.3,0.2,10.9,0.5,32.0,24.0,1.5,0.0,22.0,3,Rendah_Kalori
ER073,"Pepaya, Segar",Buah,46,0.5,12.0,12.2,1.6,23.0,12.0,1.7,4.0,78.0,3,Rendah_Kalori
ER074,"Pisang Ambon, Segar",Buah,108,1.0,0.8,24.3,1.9,20.0,30.0,0.2,10.0,9.0,3,Rendah_Kalori
ER075,"Pisang Angleng (Pisang  Ampyang), Segar",Buah,68,1.3,0.2,17.2,0.8,10.0,26.0,0.6,23.0,6.0,3,Rendah_Kalori
ER076,"Pisang Ayam, Segar",Buah,120,1.1,0.2,26.8,4.1,20.0,61.0,0.4,6.0,26.0,1,Karbo_Kompleks
ER077,"Pisang Gapi, Segar",Buah,131,1.6,0.1,31.1,11.7,58.0,40.0,0.3,6.0,13.0,1,Karbo_Kompleks
ER078,"Pisang Goroho, Segar",Buah,119,1.5,0.2,27.9,4.6,2.0,30.0,0.2,36.0,10.0,1,Karbo_Kompleks
ER079,"Pisang Hijau, Segar",Buah,121,1.0,0.1,28.9,0.4,9.0,37.0,0.9,31.0,13.0,1,Karbo_Kompleks
ER080,"Pisang Kayu, Segar",Buah,100,1.4,0.5,23.6,2.6,15.0,0.0,0.1,1.0,11.0,3,Rendah_Kalori
ER081,"Pisang Kepok, Segar",Buah,109,0.8,0.5,26.3,5.7,10.0,30.0,0.5,10.0,9.0,1,Karbo_Kompleks
ER082,"Pisang Ketip, Segar",Buah,145,1.1,0.3,34.5,6.6,5.0,54.0,0.1,4.0,95.0,1,Karbo_Kompleks
ER083,"Pisang Kidang, Segar",Buah,96,1.0,0.2,22.5,0.6,87.0,173.0,0.6,6.0,2.0,3,Rendah_Kalori
ER084,"Pisang Lampung, Segar",Buah,99,1.3,0.2,25.6,4.3,10.0,19.0,0.9,28.0,4.0,1,Karbo_Kompleks
ER085,"Pisang Mas Bali  Ampenan, Segar",Buah,92,1.4,0.2,21.0,3.7,7.0,29.0,1.2,32.0,11.0,3,Rendah_Kalori
ER086,"Pisang Mas Bali  Kopang, Segar",Buah,127,1.4,0.2,31.8,3.7,10.0,0.0,0.1,43.0,17.0,1,Karbo_Kompleks
ER087,"Pisang Mas, Segar",Buah,127,1.4,0.2,33.6,1.4,7.0,25.0,0.8,42.0,2.0,1,Karbo_Kompleks
ER088,"Pisang Raja Sereh,  Segar",Buah,108,1.3,0.3,28.2,0.7,16.0,38.0,0.1,31.0,2.0,1,Karbo_Kompleks
ER089,"Pisang Raja, Segar",Buah,120,1.2,0.2,31.8,5.3,10.0,22.0,0.8,35.0,10.0,1,Karbo_Kompleks
ER090,"Pisang Rotan, Segar",Buah,98,1.3,1.2,20.5,1.0,17.0,51.0,1.1,24.0,2.0,3,Rendah_Kalori
ER091,"Pisang Talas, Segar",Buah,113,1.2,0.2,26.7,4.4,22.0,22.0,0.6,29.0,9.0,1,Karbo_Kompleks
ER092,Pisang Tujuh Bulan,Buah,94,0.6,0.2,22.5,3.7,50.0,20.0,0.2,0.0,6.0,3,Rendah_Kalori
ER093,"Pisang Ua, Segar",Buah,128,0.8,0.5,30.2,8.1,12.0,28.0,0.7,33.0,4.0,1,Karbo_Kompleks
ER094,"Pisang Uli, Segar",Buah,134,1.1,0.5,35.5,1.4,31.0,53.0,0.9,39.0,3.0,1,Karbo_Kompleks
ER095,"Purut, Segar",Buah,76,4.1,1.1,15.2,1.7,30.0,76.0,0.6,10.0,0.0,3,Rendah_Kalori
ER096,"Rambutan Binjai,  Segar",Buah,76,0.5,0.2,18.0,3.8,15.0,22.0,1.2,22.0,13.0,3,Rendah_Kalori
ER097,"Rambutan, Segar",Buah,69,0.9,0.1,18.1,0.8,16.0,16.0,0.5,16.0,58.0,3,Rendah_Kalori
ER098,"Salak Bali, Segar",Buah,57,0.5,0.1,13.6,1.3,94.0,25.0,2.1,0.0,0.0,3,Rendah_Kalori
ER099,"Salak Medan, Segar",Buah,55,0.4,0.2,12.8,3.2,6.0,46.0,0.5,39.0,58.0,3,Rendah_Kalori
ER100,"Salak Pondoh, Segar",Buah,87,0.8,0.4,20.1,0.0,38.0,31.0,3.9,0.0,8.0,3,Rendah_Kalori
ER101,"Salak, Segar",Buah,77,0.4,0.0,20.9,0.0,28.0,18.0,4.2,0.0,2.0,3,Rendah_Kalori
ER102,"Sawo Duren, Segar",Buah,64,1.0,3.1,8.0,0.8,18.0,45.0,0.8,13.0,1.0,3,Rendah_Kalori
ER103,"Sawo Kecik, Segar",Buah,111,0.9,2.3,21.6,1.0,20.0,185.0,0.7,28.0,19.0,3,Rendah_Kalori
ER104,"Sawo Manila, Segar",Buah,92,0.5,1.1,22.4,9.5,25.0,12.0,1.0,26.0,21.0,3,Rendah_Kalori
ER105,"Semangka, Segar",Buah,28,0.5,0.2,6.9,0.4,7.0,12.0,0.2,7.0,6.0,3,Rendah_Kalori
ER106,"Sirsak, Segar",Buah,65,1.0,0.3,16.3,3.2,14.0,27.0,0.6,2.0,20.0,3,Rendah_Kalori
ER107,"Sowa, Segar",Buah,48,1.6,0.6,9.1,45.0,50.0,40.0,0.3,9.0,4.0,3,Rendah_Kalori
ER108,"Srikaya, Segar",Buah,63,1.1,0.5,13.9,2.1,127.0,30.0,2.7,0.0,28.0,3,Rendah_Kalori
ER109,"Sukun Muda, Segar",Buah,119,1.4,0.2,28.1,1.4,24.0,44.0,1.4,24.0,52.0,1,Karbo_Kompleks
ER110,"Sukun Tua, Segar",Buah,126,1.6,0.2,24.5,1.5,37.0,47.0,1.6,25.0,58.0,3,Rendah_Kalori
ER111,"Vigus, Segar",Buah,44,2.4,0.1,8.3,0.0,30.0,20.0,0.3,2.0,43.0,3,Rendah_Kalori
ER112,"Wani, Segar",Buah,74,0.8,0.3,17.1,3.1,66.0,29.0,1.2,0.0,80.0,3,Rendah_Kalori
EP001,Barongko,Buah,159,3.1,5.8,23.5,0.0,35.0,65.0,1.2,46.0,0.0,3,Rendah_Kalori
EP002,Dodol Nanas,Buah,338,1.5,1.2,80.3,0.0,0.0,0.0,0.0,0.0,8.0,1,Karbo_Kompleks
EP003,Getuk Pisang,Buah,144,1.1,0.4,34.1,0.4,48.0,32.0,1.0,0.0,0.0,1,Karbo_Kompleks
EP004,Keripik Lampung,Buah,485,1.7,0.0,69.7,0.6,43.0,65.0,0.8,0.0,0.0,1,Karbo_Kompleks
EP005,Ledre Pisang,Buah,405,4.8,5.1,84.9,0.4,59.0,124.0,2.6,0.0,0.0,1,Karbo_Kompleks
EP006,Lempog Durian,Buah,320,3.5,5.7,63.7,4.9,190.0,93.0,2.5,0.0,0.0,1,Karbo_Kompleks
EP007,Loka Anjoro,Buah,163,1.1,4.3,30.0,0.0,0.0,0.0,0.0,0.0,0.0,1,Karbo_Kompleks
EP008,Rica-Rica Taipa,Buah,49,1.6,0.3,10.0,0.0,11.0,48.0,3.0,426.0,15.0,3,Rendah_Kalori
EP009,Rujak Aceh,Buah,82,0.4,0.3,19.7,2.4,0.0,0.0,0.0,0.0,42.0,3,Rendah_Kalori
EP010,Sale Kesemek,Buah,296,1.1,0.6,71.4,0.0,0.0,0.0,0.0,0.0,3.0,1,Karbo_Kompleks
EP011,Sale Pisang Siam,Buah,281,2.4,0.7,66.1,1.0,41.0,64.0,1.2,0.0,0.0,1,Karbo_Kompleks
EP012,"Sale Pisang, Cilacap",Buah,295,2.3,2.1,66.9,1.3,47.0,97.0,2.8,0.0,0.0,1,Karbo_Kompleks
EP013,Sanggara Belanda,Buah,242,6.4,7.1,38.2,0.0,0.0,0.0,0.0,0.0,0.0,1,Karbo_Kompleks
EP014,Tepung Pisang,Buah,338,2.9,0.4,80.6,5.3,23.0,62.0,4.0,18.0,2.0,1,Karbo_Kompleks
EP015,Tepung Sukun,Buah,353,2.9,0.5,84.4,3.7,100.0,85.0,4.6,9.0,3.0,1,Karbo_Kompleks
FR001,"Anak Sapi, Daging,  Gemuk, Segar","Daging, Unggas",184,18.8,14.0,0.0,0.0,10.0,200.0,2.2,118.0,0.0,3,Rendah_Kalori
FR002,"Anak Sapi, Daging,  Kurus, Segar","Daging, Unggas",174,19.6,10.0,0.0,0.0,11.0,201.0,2.9,96.0,0.0,0,Tinggi_Protein_Rendah_Lemak
FR003,"Anak Sapi, Daging,  Sedang, Segar","Daging, Unggas",190,19.1,12.0,0.0,0.0,11.0,193.0,2.9,99.0,0.0,3,Rendah_Kalori
FR004,"Angsa, Daging, Segar","Daging, Unggas",349,16.4,31.5,0.0,0.0,15.0,188.0,1.8,71.0,0.0,2,Lemak_Tinggi
FR005,"Ayam, Daging, Segar","Daging, Unggas",298,18.2,25.0,0.0,0.0,14.0,200.0,1.5,109.0,0.0,2,Lemak_Tinggi
FR006,"Ayam, Dideh/Darah,  Segar","Daging, Unggas",75,13.8,1.9,0.7,0.0,15.0,9.0,1.3,337.0,0.0,0,Tinggi_Protein_Rendah_Lemak
FR007,"Ayam, Hati, Segar","Daging, Unggas",261,27.4,16.1,1.6,0.0,118.0,373.0,15.8,1068.0,0.0,3,Rendah_Kalori
FR008,"Babi, Daging,  Gemuk,Segar","Daging, Unggas",453,11.9,45.0,0.0,0.0,7.0,117.0,1.8,112.0,0.0,2,Lemak_Tinggi
FR009,"Babi, Daging, Kurus,  Segar","Daging, Unggas",371,14.1,35.0,0.0,0.0,8.0,151.0,2.1,97.0,0.0,2,Lemak_Tinggi
FR010,"Babi, Ginjal, Segar","Daging, Unggas",110,16.3,4.6,0.8,0.0,11.0,246.0,8.0,139.0,13.0,0,Tinggi_Protein_Rendah_Lemak
FR011,"Babi, Hati, Segar","Daging, Unggas",129,19.7,4.8,1.7,0.0,10.0,362.0,18.0,110.0,23.0,0,Tinggi_Protein_Rendah_Lemak
FR012,"Bebek (Itik), Daging,  Segar","Daging, Unggas",321,16.0,28.6,0.0,0.0,15.0,188.0,1.8,54.0,0.0,2,Lemak_Tinggi
FR013,"Bebek Alabio, Daging,  Segar","Daging, Unggas",303,11.3,27.0,3.7,0.0,20.0,293.0,4.8,50.0,0.0,2,Lemak_Tinggi
FR014,"Belibis, Daging, Segar","Daging, Unggas",131,20.2,4.3,2.8,0.0,8.0,192.0,9.6,46.0,0.0,0,Tinggi_Protein_Rendah_Lemak
FR015,"Burung, Sarang, Segar","Daging, Unggas",281,37.5,0.3,32.1,0.0,485.0,18.0,3.0,0.0,0.0,0,Tinggi_Protein_Rendah_Lemak
FR016,"Domba, Daging,  Gemuk, Segar","Daging, Unggas",317,15.7,27.7,0.0,0.0,9.0,157.0,2.4,64.0,0.0,2,Lemak_Tinggi
FR017,"Domba, Daging, Kurus,  Segar","Daging, Unggas",202,17.1,14.8,0.0,0.0,10.0,191.0,2.6,90.0,0.0,3,Rendah_Kalori
FR018,"Domba, Ginjal, Segar","Daging, Unggas",100,16.6,3.3,1.0,0.0,13.0,237.0,9.2,155.0,13.0,0,Tinggi_Protein_Rendah_Lemak
